country,publisher,dataset_name,contents,voltage_floor_kv,voltage_detail,format,access_method,download_url,download_size,licence_name,licence_verbatim,licence_odbl_mixable,last_updated,fetch_verified,assessment,notes
United Kingdom (Great Britain),SSEN Distribution (SEPD and SHEPD) - mapping.services@sse.com,"SSEN Full Network GIS shapefiles (network maps, shapefile service)","'Full Network' shapefiles: overhead and underground line routes for all voltages plus text labels, ancillary cables, joints, poles, towers and substations, for the SEPD and SHEPD distribution licence areas. Quarterly refresh.",,"All distribution voltages (SEPD/SHEPD run 132 kV, 33 kV, 11 kV, LV); no voltage-selective product offered",ESRI Shapefile,api_key_or_registration,,,Bespoke SSEN Data Licence Agreement (signed with SSEN's Asset Data Manager),the asset data provided is only current as of the date extracted and must NOT be used for safe dig purposes,unclear,,True,complements_osm,"Fetched SSEN's own GIS shapefile guide PDF and read the process: email mapping.services@sse.com stating intended use, sign a Data Licence Agreement, receive files via SSE File Transfer. Free of charge, no download link, no published licence text - so redistribution rights are unknown and it cannot be fused until the agreement is read. This is the widest-coverage GB DNO offer (all voltages, both licence areas including the Scottish Highlands and southern England) and worth the ask, but treat the licence as a hard gate. Distinct from SSEN Transmission's CC BY 4.0 portal."
United Kingdom (Great Britain),SSEN Distribution (SEPD and SHEPD),SSEN Substation Data,"Details of SSEN substations - type, identification and location coordinates - for both the SEPD and SHEPD licence areas. Three resources.",,Substation 'type' recorded; the asset description does not state a voltage field,Not stated on the asset page (data.ssen.co.uk data asset with 3 resources),api_key_or_registration,,,Creative Commons Attribution 4.0,Creative Commons Attribution 4.0,yes,2026-08-17 (asset page showed 'updated 2 days ago'),True,complements_osm,"Fetched the data.ssen.co.uk asset page and read the description, the CC BY 4.0 licence and the resource count; the resource-level download links did not render and the portal offers Login/Sign Up, so access marked as registration. SSEN Distribution publishes substation points on this portal but NO line geometry - line geometry is only available through the request-based Full Network shapefile route (previous entry)."
United Kingdom (Northern Ireland),Northern Ireland Electricity Networks Limited (NIE Networks),NIE Networks - Assets - Sites - Grid Bulk and Primary Sites,"Grid Supply Points, Bulk Supply Points and Primary Substations in Northern Ireland.",,"GSP/BSP/Primary site classes (NIE transmission is 275/110 kV, distribution 33/11 kV); the page does not state a voltage field",ODS dataset with map builder and API (geospatial); export formats not enumerated on the page,direct_file,,,CC BY 4.0,CC BY 4.0,yes,2026-08-19,True,complements_osm,"Fetched the NIE Networks Open Data Hub dataset page and read the CC BY 4.0 licence, the publisher and the modified timestamp (today). No login requirement stated. NIE publishes asset REGISTERS (sites, transformers, transmission circuit breakers) - I found no circuit or line geometry anywhere on the hub, and a companion 'Primary Substations' dataset covers the same ground. SONI, the NI transmission system operator, publishes no network geometry. So NI has authoritative nodes but no authoritative edges. Icebreaker One's Open Net Zero currently indexes zero NIE datasets, so the hub itself is the only route."
Ireland,EirGrid plc,All-Island Transmission System Map 2025,"Static geographic map of the all-island transmission system: lines, stations and generation, drawn at 400/275/220/110 kV.",110.0,"400 kV, 275 kV, 220 kV and 110 kV (per the map series title '400, 275, 220 & 110 kV Transmission System')",PDF,direct_file,https://cms.eirgrid.ie/sites/default/files/publications/EirGrid-Transmission-System-Map-February-2025.pdf,,None stated on the publication page,,unclear,2025-02,True,metadata_only,"Fetched the publication page and saw the single PDF download offer - no GIS, no viewer with export, no API. Also fetched EirGrid/SONI's Smart Grid Dashboard transmission map page: a static map image with a PDF download, no GeoJSON/shapefile/API. Searched data.gov.ie (no electricity network datasets returned), GeoHive and SEAI: no authoritative Irish line or substation geometry is published for download by either EirGrid or ESB Networks. Useful only as a human cross-check on OSM circuit existence and voltage class."
Ireland,ESB Networks,Network capacity heatmap (customer heatmap download),"Tabular capacity/heatmap data for network planning, plus two hosted interactive heatmap viewers (demand view and generation capacity). No network geometry.",,Capacity by station; no line voltages or geometry published,XLSX (plus Maptive web viewers),direct_file,https://media.esbnetworks.ie/media/docs/default-source/publications/customer-heatmap-download-july-2026.xlsx,6.61 MB,Website terms and conditions only; no data licence named,"we do not warrant, and do not accept any responsibility or liability for, the accuracy or completeness of the content",unclear,2026-07,True,metadata_only,"Fetched the ESB Networks capacity heatmap page and saw the XLSX download offer (name, size) and the two Maptive viewer links. ESB Networks publishes NO GIS shapefiles, no 110/38 kV line vectors and no substation coordinate dataset. Station names in the heatmap can be geocoded against OSM substations as a weak validation set, nothing more."
Ireland,Unidentified ArcGIS Online organisation (service naming suggests a consultant project dataset; NOT an ESB Networks publication),"ESB High Voltage Lines (FeatureServer layer 19, service IRL_28493900_SLNCR_ESB_HighVoltageLines)","Polyline layer of the ESB high-voltage network in Irish Grid (EPSG:2157) with fields including Voltage, Object_Group and MicroStation level/colour/style attributes - i.e. a conversion of an ESB MicroStation DGN extract.",,A 'Voltage' attribute exists per feature; values not inspected,"ArcGIS FeatureServer; Query and Sync enabled, export to shapefile, GeoPackage, CSV and GeoJSON offered",arcgis_rest,https://services-eu1.arcgis.com/2SKFae1eIZzQkE0d/arcgis/rest/services/IRL_28493900_SLNCR_ESB_HighVoltageLines/FeatureServer/19,,None - copyrightText field is empty,,unclear,,True,unusable,"Fetched the layer JSON and confirmed with my own eyes: esriGeometryPolyline, Query+Sync capabilities, export formats enabled, field list as above, copyrightText EMPTY, description 'IRL_28493900_INF_REF.SLNCR.UTI_ESB_HighVoltageNetwork_Ln'. Recorded as a LEAD ONLY, deliberately not treated as authoritative: the hosting org (2SKFae1eIZzQkE0d) is unidentified, the 'IRL_28493900' / 'SLNCR' naming is a project reference, and there is no evidence ESB published or licensed it. This is the only openly queryable Irish HV line geometry I found anywhere - which is itself the point: if you want Irish geometry you will have to license it from EirGrid/ESB, not scrape a consultant's service."
Spain,Instituto Geográfico Nacional / CNIG (Centro Nacional de Información Geográfica),"Base Topográfica Nacional (BTN) — thematic layer ""Energía"" (file BTN_T_ENERGIA_GPKG.ZIP)","Energy thematic layer of the national 3D multiscale topographic database (1:2,000–1:25,000). National coverage, downloadable per province / thematic layer / MTN50 sheet. Content of the Energía theme (line geometry vs point plants, and whether a voltage attribute exists) was NOT verified — the feature catalogue could not be obtained this session.",,unknown — the CNIG product page does not state voltage detail for the Energía layer and the BTN feature catalogue / especificaciones document was not retrievable (datos.ign.es blocked by TLS/robots failure),GeoPackage (also Shapefile and DWG for BTN generally),direct_file,https://centrodedescargas.cnig.es/CentroDescargas/detalleArchivo?sec=12165674,37.73 MB (BTN_T_ENERGIA_GPKG.ZIP),CNIG use licence under Orden FOM/2807/2015 — stated as compatible with CC-BY 4.0,"El uso de la información de los productos y servicios de datos geográficos… conlleva la aceptación por el usuario de las condiciones generales de dicha orden, concretada en una licencia de uso, compatible con CC-BY 4.0. Esta licencia obliga a reconocer y mencionar el origen y la propiedad.",yes,2026-06-26,True,complements_osm,"Best national-level Spanish candidate and the only one in this region with an unambiguously attribution-only licence. Verified by fetching https://centrodedescargas.cnig.es/CentroDescargas/btn (product page, formats, licence text, 'BTN Tema - Energia' listed) and then the file-detail page above, which showed the exact file name BTN_T_ENERGIA_GPKG.ZIP, 37.73 MB, 26/06/2026. Download is via the Centro de Descargas file-detail page (button/form, licence acceptance; no API key seen) — no static href was exposed, so scripted retrieval may need a session/POST. CAVEAT: I did NOT verify that the Energía layer contains transmission LINE geometry with voltage classification; at 37.73 MB it is cheap to download and inspect, and that inspection should happen before any claim of superseding OSM. The BTN product page also displayed a ~908.16 MB figure against an Energía entry (probably a different format bundle) — ambiguous, do not rely on it. A coarser BTN100 (1:100,000, Shapefile) also exists at https://centrodedescargas.cnig.es/CentroDescargas/btn100."
Spain,"Agencia Andaluza de la Energía / Consejería de Industria, Junta de Andalucía (IDEAndalucía INSPIRE catalogue)","Líneas eléctricas (Mapa de Infraestructuras Energéticas de Andalucía, MIEA)","Line routes of the transmission grid (400 kV, 220 kV) and distribution grid (132 kV, 66 kV, 50 kV) across Andalusia. Sourced from Red Eléctrica (transmission) and Endesa (distribution), held in a spatial PostgreSQL database and published by WMS and WFS. Updated every six months; QC completed 2023-06-30.",50.0,"Explicitly 400 / 220 / 132 / 66 / 50 kV — an exact match to the 50 kV floor, the best voltage fit found anywhere in this region",WMS / WFS (endpoint URLs not exposed in the metadata record),wfs_wms,https://www.agenciaandaluzadelaenergia.es/es/informacion-energetica/cartografia-energetica-de-andalucia/mapa-de-infraestructuras-energeticas-de-andalucia-miea,,"No open licence — ""Todos los derechos reservados""; access and use constraints recorded as ""Trademark""",Todos los derechos reservados,no,2023-06-30,False,unusable,"Licence is the blocker, not availability. The metadata record WAS fetched this session (http://www.ideandalucia.es/catalogo/inspire/srv/api/records/ac76afe7-6129-493f-ab16-b5be5580b449) and the voltage list, lineage and the all-rights-reserved use limitation are quoted verbatim from it — but fetch_verified is false because I never saw an actual download offer: the record exposes only the MIEA landing page as an online resource, and that landing page is robots-blocked (robots.txt ConnectTimeout on agenciaandaluzadelaenergia.es). Two consequences: (a) the WMS/WFS endpoint URLs remain unknown, (b) even if found, ""Todos los derechos reservados"" plus REE/Endesa as upstream owners makes this non-mixable with ODbL without written permission. Do not ingest. If Andalusian sub-transmission matters commercially, this is the dataset to ask the Agencia Andaluza de la Energía about directly."
Spain,Ministerio para la Transición Ecológica (MITECO) — planning map of the REE transmission grid,"mapree.es — Mapa interactivo, Planificación de la red de transporte 2021-2026","Interactive map of planned Spanish transmission projects, filterable by category, plus the full planning document and executive summary as PDFs. No lines/substations dataset.",,unknown — not stated; positions are declared approximate,Web viewer + PDF,viewer_only_no_download,,,unknown — no licence or terms statement on the page,"La situación geográfica de todos los recursos es aproximada y no representa, en ningún caso, su situación o alcance exactos",unclear,,True,unusable,"Fetched https://mapree.es/ this session. No geospatial download, no API, no licence. The site itself disclaims positional accuracy (quoted above), so even scraped geometry would be worthless for corridor work. Points to www.miteco.gob.es and www.ree.es as sources. Recorded so nobody re-chases it. REE's own project/substation map at https://www.ree.es/es/transporte-electricidad/proyectos-transporte/mapa-proyectos was not fetched — same expected outcome (viewer, no licence)."
Spain,"Generalitat de Catalunya, Direcció General d'Energia, Seguretat Industrial i Seguretat Minera (+ local authorities), catalogued by the Comissió de Coordinació Cartogràfica de Catalunya (PCC 2022)","Xarxa de línies elèctriques / Red de líneas eléctricas (PCC 2022, semantic id red-lineas-electricas)","Catalan electricity line network: high-voltage installations for generation, transport and distribution, plus municipal public-lighting networks. Maintained on a 3-year update cycle.",,"unknown — described only as ""alta tensión … así como las redes de alumbrado público municipal""; no voltage bands published",unknown — no distribution listed,none_found,,,"No open licence — access conditions recorded as ""Parcialmente público"" (partially public)",Parcialmente público,no,,True,metadata_only,"Fetched the PCC catalogue entry (https://www.cccartografica.cat/es/Tenemos-un-Plan/Que-geoinformacion-recoge-el-PCC/Catalogo-del-PCC-2022/Servicios-de-utilidad-publica-y-estatales/Red-de-lineas-electricas). The dataset exists and is officially catalogued, but Catalonia classifies it as only partially public and publishes no scale, voltage bands or download. ICGC (the Catalan mapping agency, CC-BY) is not the custodian — the energy directorate is. Treat as a permission conversation, not a data source."
Italy,"Regione del Veneto (Infrastruttura dei Dati Territoriali, IDT2) — catalogued on RNDT/geodati.gov.it",Linee elettriche (tematismi derivati dalla Carta Tecnica Regionale),"Electricity line geometry for the whole Veneto region, derived from the Regional Technical Map. MultiCurve geometry. Schema verified: altez_max (double), cl_altezza, tipol_cod, cl_alt_des, tipologia, note.",,"NO voltage attribute. DescribeFeatureType confirms the only classifying fields are maximum height (altez_max), height class (cl_altezza / cl_alt_des) and typology (tipologia / tipol_cod). A 50 kV floor cannot be applied to this layer.",Shapefile via WFS SHAPE-ZIP; also WMS and WMTS,wfs_wms,http://idt2-geoserver.regione.veneto.it/geoserver/wfs?service=WFS&VERSION=1.0.0&REQUEST=GetFeature&typeName=rv:linee_elettriche&outputFormat=SHAPE-ZIP,,Italian Open Data Licence 2.0 (IODL 2.0) — attribution-only,http://publications.europa.eu/resource/authority/licence/IODL_2_0,yes,2021-01-27 (metadata publication date),True,complements_osm,"Strongest verified Italian find. Two fetches: the RNDT record https://geodati.gov.it/resource/id/r_veneto:linee_elettriche (gave the SHAPE-ZIP URL, IODL 2.0 and publisher) and a WFS DescribeFeatureType against rv:linee_elettriche (gave the attribute schema). The download URL above is a one-shot GetFeature — copy it exactly, note it is WFS 1.0.0 and http (not https). Cannot supersede OSM because it carries no voltage: it is a topographic layer of overhead electric lines at all voltages, so it will contain large volumes of sub-50 kV distribution mixed with the HV network and offers no way to separate them. Use it as a positional cross-check for Veneto (does OSM geometry sit on the CTR trace?) and as a completeness hint, not as a voltage-classified source. Viewer: https://idt2.regione.veneto.it/idt/webgis/viewer?previewLayerId=11750"
Italy,Regione Basilicata (RSDI — Repertorio Sistema Informativo Territoriale),"Database Topografico — TEMA: RETE ELETTRICA, class TR_ELE 070301 ""Tratto di linea della rete elettrica""","Line segments of the electricity network for the whole Basilicata region, from the 1:5,000 regional topographic database (DBT). Part of the ""Reti di sottoservizi"" layer.",,"unknown — the DBT TR_ELE class normally carries a voltage-level code, but DescribeFeatureType against the Basilicata GeoServer was robots-blocked so I did not see the schema. Verify on download.","Shapefile (ZIP), GeoJSON (ZIP), WMS, KML",direct_file,https://rsdi.regione.basilicata.it/webGis/shape-zip/rete_elettr_tratto.zip,,"Italian Open Data License 2.0 (licence id ""iodl2"") — attribution-only",,yes,2026-01-08 (metadata_modified),True,complements_osm,"Verified via dati.gov.it CKAN package_show (id a4af14fc-ba9f-44d1-893e-cd050e5e7802), which returned the exact resource URLs and the iodl2 licence. GeoJSON alternative: https://rsdi.regione.basilicata.it/webGis/shape-zip/rete_elettr_tratto_json.zip ; WMS: https://rsdi.regione.basilicata.it/rbgeoserver2016/db5k_bas/tr_ele/wms?service=WMS&version=1.3.0&request=GetCapabilities . Same caveat as Veneto — a 1:5,000 DBT network layer will be dominated by MV/LV distribution unless a voltage code turns out to be present. Regional extent only (Basilicata is ~10,000 km2)."
Italy,Regione Basilicata (RSDI),"Database Topografico — TEMA: RETE ELETTRICA, class ND_ELE 070302 ""Nodo della rete elettrica""","Point nodes of the electricity network for Basilicata (the substation/node counterpart to the TR_ELE line class), from the 1:5,000 regional DBT.",,unknown — schema not inspected (Basilicata GeoServer DescribeFeatureType robots-blocked),"Shapefile (ZIP), GeoJSON (ZIP), WMS, KML",direct_file,https://rsdi.regione.basilicata.it/webGis/shape-zip/rete_elettr_nodo.zip,,"Italian Open Data License 2.0 (licence id ""iodl2"") — attribution-only",,yes,2026-01-08 (metadata_modified),True,complements_osm,"Separate resource of the same CKAN package as the TR_ELE lines above; listed separately because it is a separate file with its own URL and is the substation-side dataset. GeoJSON: https://rsdi.regione.basilicata.it/webGis/shape-zip/rete_elettr_nodo_json.zip . Expect a mix of true substations and MV/LV cabinets — DBT ND_ELE is a topographic node class, not a substation register."
Italy,"Provincia autonoma di Bolzano / Alto Adige — GVCC (Gemeindenverband / Consorzio dei Comuni), geoservices3.civis.bz.it",Stromleitungen — Reti elettriche (WFS layer gvcc-Infrastructures:Power-Pipes),"Electricity cable/line geometry for South Tyrol municipalities, part of a municipal utility-network cadastre (alongside water, sewerage, district heating, fibre, street lighting). Schema verified and includes VOLTAGE (decimal), PIPE_CLASS, PIPE_TYPE_DE/IT, POWER_SUPPLIER, OPERATORS, CABLE_TYPE, CABLE_DIAMETER, STATUS, YEAR_PRODUCT, FROMDATE.",,"A VOLTAGE attribute (xsd:decimal, nillable) IS present — verified by DescribeFeatureType. But this is a municipal utility cadastre (fields such as POWER_SUPPLIER, INSTALLER, CABLE_DIAMETER, cable protection), so the population is expected to be predominantly LV/MV. Whether any >=50 kV content exists is unverified.","WFS (GML; GeoServer, so SHAPE-ZIP/GeoJSON output formats likely available) and WMS",wfs_wms,https://geoservices3.civis.bz.it/geoserver/gvcc-Infrastructures/ows?Service=WFS&Request=GetCapabilities,,Creative Commons CC0 1.0 Universal — Public Domain Dedication,Creative Commons CC0 1.0 Universale - Public Domain Dedication (CC0 1.0),yes,2026-08-15 (metadata_modified on dati.gov.it),True,complements_osm,"Three verifications: dati.gov.it package_show for the companion nodes dataset (gave the CC0 1.0 licence and the WFS URL), the WFS GetCapabilities (listed Power-Pipes ""Stromleitungen - Reti elettriche"" and Power-Nodes among 15 utility feature types), and DescribeFeatureType on Power-Pipes (gave the 40-field schema including VOLTAGE). Cleanest licence in the whole region — CC0 needs no attribution at all. Value is limited by extent (South Tyrol) and by being a distribution-level cadastre; filter on VOLTAGE >= 50000 (units unverified — could be V or kV) before believing anything. WFS GetCapabilities reported empty Fees and empty AccessConstraints."
Italy,Provincia autonoma di Bolzano / Alto Adige — GVCC,Nodi della rete elettrica / Stromknoten (WFS layer gvcc-Infrastructures:Power-Nodes),"Point nodes of the South Tyrol municipal electricity network — described as ""Pozzetti, trasformatori, connettori, pali e nodi"" (chambers, transformers, connectors, poles and nodes).",,unknown — schema not inspected for this layer (only Power-Pipes was described). Description makes clear it mixes transformers with poles and cable chambers.,WFS and WMS,wfs_wms,https://geoservices3.civis.bz.it/geoserver/gvcc-Infrastructures/ows?Service=WFS&Request=GetCapabilities,,Creative Commons CC0 1.0 Universal — Public Domain Dedication,Creative Commons CC0 1.0 Universale - Public Domain Dedication (CC0 1.0),yes,2026-08-15 (metadata_modified on dati.gov.it),True,complements_osm,"Separate WFS FeatureType and separate RNDT/dati.gov.it record (ids b13e2032-b719-4d59-a632-85ed6fa4a0fb and dce2e1b3-6f35-401a-ba03-311eb1678bfe — two records for the same layer). Contains poles among the nodes, so it partly overlaps the pylon/tower category the brief says to skip; the transformer subset is the only part of substation interest. WMS: https://geoservices3.civis.bz.it/geoserver/gvcc-Infrastructures/wms?"
Italy,"Regione Piemonte — Direzione Ambiente, Energia e Territorio (Geoportale Piemonte / BDTRE)",Infrastrutture di produzione e distribuzione energia elettrica Alta e Altissima Tensione (132-220-380 kV) — Elettrodotti e Impianti (Storico),"High and extra-high voltage electricity lines and installations for Piedmont, collected from the infrastructure operators. Vector, visible from 1:39,000. Explicitly labelled ""Storico"" (historic).",132.0,"132 / 220 / 380 kV, stated in the dataset title — voltage bands are named but the dataset is above the 50 kV floor, so it would not cover 50–132 kV sub-transmission",WMS only (source held as ESRI ArcSDE 9.x); no shapefile or WFS distribution in the record,wfs_wms,https://geomap.reteunitaria.piemonte.it/ws/taims/rp-01/taimswms/bdtre_serv?service=WMS&version=1.3&request=getCapabilities,,"unknown — access ""no limitations to public access"", use conditions ""Condizioni sconosciute""",Condizioni sconosciute,unclear,2007-08-01,True,metadata_only,"Fetched https://www.geoportale.piemonte.it/geonetwork/srv/api/records/r_piemon:f8543fca-8068-471f-9b2d-87c9acef2337 . Two disqualifiers: last updated 2007 and use conditions explicitly ""unknown"" — under rule 4 that is 'unclear', and an unclear licence on 19-year-old data is not worth pursuing. WMS only, so no geometry extraction. Named here mainly so it is not mistaken for a live source; the rest of BDTRE is CC-BY but this layer's constraints are not."
Italy,ARPAV — Agenzia Regionale per la Prevenzione e Protezione Ambientale del Veneto,Catasto georeferenziato delle linee elettriche ad alta tensione (ELF / CEM cadastre),"Georeferenced cadastre of Veneto HV lines with technical attributes (line type, voltage, nominal current) built for EMF regulatory work under LR 27/93: 132 kV 2,975 km, 220 kV 1,300 km, 380 kV 618 km, total 4,893 km. Stated to be 80% complete.",132.0,"132 / 220 / 380 kV with per-voltage line lengths published, and voltage plus nominal current held as attributes — the richest attribute set found in Italy, but only >=132 kV",unknown — no distribution offered,none_found,,,"unknown — no licence, access condition or terms stated",,unclear,,True,metadata_only,"Fetched https://www.arpa.veneto.it/temi-ambientali/agenti-fisici/radiazioni-non-ionizzanti/attivita-arpav/catasto-georeferenziato-delle-linee-elettriche-ad-alta-tensione . The page describes the cadastre and publishes the km-by-voltage totals but offers no download, no service endpoint and no licence. Worth knowing it exists: those totals (4,893 km of >=132 kV in Veneto, 80% complete) are a usable independent yardstick for validating OSM completeness in Veneto even without the geometry. Every Italian region has an equivalent ARPA CEM/ELF cadastre — same pattern, generally not published."
Italy,"Comune di Arezzo (SIT), harvested to dati.gov.it under Regione Toscana",Linee elettriche alta tensione,"""Il dataset individua la rete di distribuzione elettrica ad alta tensione (1996)"" — HV distribution network lines, municipality of Arezzo only, 1996 vintage. A companion ""Linee elettriche media tensione (enel)"" dataset exists on the same portal.",,"unknown — ""alta tensione"" asserted, no voltage bands or attribute stated","Shapefile, GeoJSON, GML, KML, ZIP",direct_file,https://sit.comune.arezzo.it/metarepo2/api/datasets/rete_elettrodotti/resources/303/SHP,,Creative Commons Attribuzione 4.0 Internazionale (CC BY 4.0),Creative Commons Attribuzione 4.0 Internazionale (CC BY 4.0),yes,data vintage 1996; metadata_modified 2026-08-15,True,complements_osm,"Verified by dati.gov.it package_show?id=linee-elettriche-alta-tensione, which returned the six resource URLs and CC-BY 4.0. Being blunt: near-zero value for a European fusion — one municipality, 1996 data, no voltage attribute. Recorded because it is genuinely open and genuinely downloadable, and because it illustrates the shape of the Italian long tail: dozens of municipal/DBT fragments under CC-BY or IODL, none with national coverage. GeoJSON variant: https://sit.comune.arezzo.it/metarepo2/api/datasets/rete_elettrodotti/resources/303/GeoJSON . A comparable municipal DBT record exists for Comune di Milano (RNDT id 38d19b9e-94d9-4581-85a6-f97d5a919d01, ""L070301 - Tratto di linea della rete elettrica"", SHP, CC-BY 4.0) — resource URLs not verified."
Italy,Terna S.p.A. (TSO),Rete di Trasmissione Nazionale (RTN) — line and substation geometry,"The national transmission network (150/220/380 kV). Terna publishes the RTN as cartographic PDFs and in the Piano di Sviluppo, plus extensive non-geographic operational data on dati.terna.it. No GIS distribution of RTN line or substation geometry was found.",150.0,"RTN is 150/220/380 kV in Italy, but no voltage-attributed geometry product was located","PDF (cartographic), plus tabular/statistical data on dati.terna.it",none_found,,,unknown — no data licence located for any geographic product,,unclear,,False,metadata_only,"Negative finding, recorded so it is not re-chased. Attempts this session: https://www.terna.it/it/sistema-elettrico/transparency-report/download-center fetched but returned only CMS boilerplate, no enumerable download list; https://www.mase.gov.it/portale/rete-elettrica-di-trasmissione-nazionale returned HTTP 403; https://geoportale.mase.gov.it/ robots.txt unresolvable (DNS); dati.gov.it CKAN searches for ""rete di trasmissione nazionale"" and ""elettrodotti"" returned 0 Terna datasets. An independent curated survey (MapYourGrid) also lists the Terna grid only as a PDF. Conclusion: Italy has NO authoritative national grid geometry download — the only Italian material is the regional/municipal fragments above. Related lead not verified: GSE (Gestore dei Servizi Energetici) runs a substations map at https://mappe.gse.it/portal/apps/experiencebuilder/experience/?id=7cdfc4cfb0bb4beead292e9290fdeebd — an ArcGIS Experience Builder app, so an underlying FeatureServer may be public, but https://mappe.gse.it/server/rest/services?f=pjson was robots-blocked (robots.txt ConnectTimeout). Worth one retry from an unblocked client."
Portugal,REN — Redes Energéticas Nacionais (TSO),REN Data Hub — Rede Elétrica / RNT Map (Map of the National Electricity Transmission Network),"Interactive viewer of the Rede Nacional de Transporte plus CSV/Excel exports of tabular characterisation only: 9,895 km of transmission line across 400/220/150 kV and 71 substations with transformer capacity, 2025 figures. No line or substation geometry.",150.0,"400 / 220 / 150 kV named, with line length per voltage in the tabular export — but as statistics, not geometry",Web viewer; CSV and Excel for the tabular data,viewer_only_no_download,https://datahub.ren.pt/en/networks/electrical-grid/,,unknown — no terms of use or licence statement on the page,,unclear,2025 figures,True,metadata_only,"Fetched this session. Explicitly no shapefile/GeoJSON/KML and no licence. The CSV/XLSX totals (9,895 km at 400/220/150 kV, 71 substations) are still useful as an independent completeness benchmark for the Portuguese OSM extract."
Portugal,DGEG — Direção-Geral de Energia e Geologia,DGEG SIG — Energia Elétrica WMS/WFS services and portalgeo ArcGIS,"Six public WMS/WFS services covering generation and self-consumption only: Autoconsumo coletivo (ACC), Centrais cogeração (CC), Centrais eólicas (CE), Centrais hídricas (CH), Centrais solares (CS), Centrais térmicas (CT). Plus a gas distribution viewer. NO electricity transmission or distribution network lines or substations.",,"n/a — generation assets only, no network","WMS / WFS (ArcGIS Server), plus ArcGIS REST FeatureServer/MapServer",wfs_wms,https://servergeo.dgeg.gov.pt/arcgis/services/Visualizadores/CE/MapServer/WFSServer?request=GetCapabilities&service=WFS,,unknown — no licence or terms text published for the individual services,,unclear,,True,unusable,"Thorough negative finding for the Portuguese regulator/ministry. Three fetches: the DGEG SIG energy page and its energia-eletrica sub-page (gave the six WMS/WFS endpoint pairs verbatim), https://servergeo.dgeg.gov.pt/arcgis/rest/services?f=pjson (folders CBE, Hosted, Minas, RoteiroMineiro, SIG, UPP, Utilities, Visualizadores) and the full Visualizadores folder listing (61 services, none network-related; the SIG folder returned ""Token Required"", code 499). Conclusion: DGEG publishes generation plants and gas distribution, not the electricity grid. Contact for SIG queries: sig@dgeg.gov.pt. Viewer: https://portalgeo.dgeg.gov.pt/arcgis/apps/webappviewer/index.html?id=de764a4a5ccd446292cb26a7e5c2e725"
Portugal,"E-REDES (DSO, Grupo EDP) — Open Data Portal","E-REDES Open Data (Opendatasoft) — Postos de Transformação de Distribuição (PTD), Capacidade de Receção na RND, Características da Rede","Known datasets are secondary substations (PTD — MV/LV transformer posts, points), hosting-capacity maps, network characterisation tables, consumption and outage data. No evidence of MV/HV line geometry being published.",,"unknown — PTD are MV/LV transformer posts (typically 10-30 kV to 400 V), i.e. far below the 50 kV floor",Opendatasoft API / CSV / GeoJSON exports (not verified),portal_robots_blocked,,,unknown — could not reach the portal's licence metadata,,unclear,,False,unusable,"Robots-blocked on all three Opendatasoft hosts tried this session: e-redes.opendatasoft.com, e-redes.aws-ec2-eu-1.opendatasoft.com and e-redes.huwise.com (catalog API v2.1 in each case). Per rule 3 I looked for a national mirror: dados.gov.pt returns HTTP 403 to WebFetch (robots.txt 500) and the municipal mirror dados.cm-lisboa.pt also returns 403, so no mirror was reachable. Unverified candidate landing pages seen only in search results / an external survey, NOT fetched: https://e-redes.opendatasoft.com/explore/dataset/postos-transformacao-distribuicao/ (secondary substations) and https://e-redes.opendatasoft.com/pages/capacidade_rececao_rnd/ (hosting capacity). An independent curated survey lists no E-REDES line-geometry dataset either. Also unverified: a dados.gov.pt dataset ""Traçado e Georeferenciação da Rede de Distribuição Elétrica"" (Lisbon MV/LV grid, 2020) — MV/LV, below the 50 kV floor, so not worth chasing for this purpose."
Greece,ADMIE / IPTO — Independent Power Transmission Operator (TSO),Χάρτης Γραμμών Μεταφοράς / Transmission Lines Map,"The Greek transmission network map. Presented as a web page hub with an embedded map; no iframe src, script src, map service endpoint, KML/KMZ/GeoJSON or PDF link was present in the fetched HTML. A separate Projects Map and the ten-year development plan are linked.",,unknown — no voltage bands or attributes exposed,Web viewer,viewer_only_no_download,,,unknown — no terms of use published,,unclear,,True,metadata_only,"Both language versions fetched (https://www.admie.gr/en/grid/description/lines-map and https://www.admie.gr/systima/perigrafi/hartis-grammon). Neither exposed a download, a service endpoint or a licence. An independent curated survey also records the ADMIE grid map as a viewer only. Searches for an ADMIE ArcGIS Online / Hub / FeatureServer presence returned nothing. Related: the ten-year development plan (ΔΠΑ 2024-2033) is a PDF at https://www.admie.gr/sites/default/files/2023-10/ΔΠΑ 2024-2033 Κύριο Τεύχος.pdf — schedule and scheme names, no geometry."
